Stock Code,Name of Securities
13889,MS-AAC @EC2606A
13894,MSHSTEC@EP2509A
13895,UBTENCT@EP2509A
13898,UB-AAC @EC2512B
13900,UB-SUNY@EC2510B
13906,HU-CICC@EC2512A
13907,HU-MGMC@EC2509A
13909,CIBAIDU@EC2511A
13911,JPTENCT@EP2612A
13913,JPPINAN@EC2510B
13914,JPCLIFE@EP2511A
13925,CTPINAN@EP2510A
13927,CTALIBA@EC2509E
13929,CTPINAN@EC2512A
13935,CT-CUNI@EC2603A
13937,SG-AAC @EC2512B
13939,SG-SUNY@EC2512A
13948,JPTENCT@EP2509A
13949,BPALIBA@EC2509A
13953,MBXIAMI@EP2603A
13954,MBTRAHK@EC2510A
13956,MB-WHG @EC2510A
13963,DSTENCT@EP2509A
13975,MSALIBA@EC2509F
13977,MSLENOV@EC2510A
13979,MSXIAMI@EC2612B
13980,MSXIAMI@EC2509A
13985,MSBYDEI@EC2509A
13987,MSBYDEI@EC2606A
13989,MSKUASO@EP2509A
13993,HSTENCT@EP2509A
13997,CI-CRBH@EC2509A
13998,CI-CMOB@EC2510A
14001,CIXIAMI@EC2609A
14007,CT-HSI @EC2509A
14012,UBPINAN@EC2510B
14016,UBBYDEI@EC2509A
14017,UBKUASO@EP2509A
14025,JP-SUNY@EC2509D
14027,JPXIAMI@EP2606A
14039,CIALIBA@EC2509B
14043,HUHUAHO@EC2509A
14050,HSPINAN@EC2510A
14061,UBKSOFT@EC2512A
14062,UB-KECL@EC2511A
14068,BI-CMOB@EC2510A
14072,BIXIAMI@EP2509D
14073,BI-SMIC@EC2509E
14074,BILENOV@EC2509A
14080,BPPINAN@EC2512A
14082,BPPINAN@EC2510A
14083,JP-AAC @EC2512B
14088,JPKUASO@EP2509A
14092,CICNOOC@EP2512A
14093,CI-CUNI@EC2602A
14094,MBGEELY@EC2602A
14095,MB-CTEL@EC2510A
14096,MB-SMIC@EC2511A
14097,MB-COVS@EC2509A
14098,MBCPAIR@EC2602A
14102,MB-TCL @EC2512A
14106,GJCNOOC@EC2510A
14109,GJ-SMIC@EC2511B
14112,MBKUASO@EC2608A
14117,MSMTUAN@EC2512A
14118,HU-MNSO@EC2601A
14120,HUCPAIR@EC2512A
14122,HUCITSE@EC2602A
14124,UBHSTEC@EC2509A
14132,UBHSTEC@EP2509A
14136,SGTENCT@EP2612A
14137,SG-CMOB@EC2509A
14139,DSBAIDU@EC2511A
14141,CIHUAHO@EC2510A
14142,CIXIAMI@EP2509B
14143,CIKUASO@EC2510A
14144,CI-CTWR@EC2512A
14148,HSTENCT@EC2607A
14149,HSXIAMI@EC2609A
14151,JPXIAMI@EC2608A
14159,HU-CUNI@EC2512A
14162,HU-ZTE @EC2609A
14166,MSALIBA@EP2512B
14172,CIALIBA@EP2511A
14178,BPXIAMI@EP2606A
14186,HSTENCT@EP2612A
14188,HSALIBA@EP2512A
14190,HS-BYD @EP2509B
14197,UB-BYD @EP2509B
14198,UBPINAN@EP2510B
14199,UBCLIFE@EP2511A
14200,UBXIAMI@EP2606A
14201,UBTENCT@EP2612A
14204,MBHUAHO@EC2510A
14205,MB-CTEL@EP2512A
14207,MB-CUNI@EP2512A
14208,CTXIAMI@EP2606A
14210,CTTENCT@EP2612A
14211,CTALIBA@EP2511B
14212,SGALIBA@EC2509E
14215,SG-SMIC@EP2601A
14219,SGXIAMI@EP2606A
14223,SGALIBA@EP2512A
14229,JPALIBA@EP2511A
14236,JPMTUAN@EP2510A
14238,CT-CMOB@EC2509A
14241,GJ-HSI @EC2509A
14247,BICLIFE@EC2509A
14253,BIALIBA@EC2509D
14254,MB-BEKE@EC2510A
14255,MB-CTWR@EC2512A
14258,MBCITSE@EC2512A
14259,MBBEIGE@EC2509A
14262,DSALIBA@EC2509B
14263,DSTRAHK@EC2509A
14264,MSPINAN@EP2510B
14265,MS-HSI @EC2509A
14268,BIJIANC@EC2603A
14269,BICITSE@EC2602A
14270,BI-CMOB@EP2509A
14271,CI-GDS @EC2512B
14274,CI-SMIC@EC2511A
14275,BPPINAN@EC2509A
14285,UB-SMIC@EP2601A
14287,UBXIAMI@EC2604A
14289,UB-HSI @EC2509B
14291,UBCNOOC@EC2510A
14292,JPMTUAN@EC2510A
14295,JP-HSI @EC2509B
14296,SG-CTEL@EC2512A
14297,SG-WUXI@EC2612A
14300,SG-HSI @EC2509B
14305,CT-CTEL@EC2609A
14306,HS-SUNY@EC2512A
14307,HS-AAC @EC2512B
14310,HS-HSI @EC2509B
14313,CT-WUXI@EC2607A
14314,CT-AAC @EC2512B
14315,HU-TRIP@EC2512A
14318,HULIAUT@EC2510A
14321,MSTENCT@EC2606A
14322,MSXIAMI@EP2606A
14328,CT-CPWR@EC2609A
14330,CI-HKEX@EC2509C
14331,MBWREIC@EC2510A
14332,MBXPENG@EC2510A
14333,HSXIAMI@EP2606A
14334,HSALIBA@EC2604A
14335,HSALIBA@EC2607A
14336,HS-SMIC@EC2511A
14337,SGALIHI@EC2512A
14339,SG-BILI@EC2509A
14340,SGPINAN@EC2509A
14355,JPHSTEC@EC2509A
14357,JP-HSI @EC2509C
14360,JPHSTEC@EP2509A
14361,MBASMPT@EC2512A
14363,MBLIAUT@EC2512A
14365,MB-CMBC@EC2511A
14367,MB-HSBK@EC2512A
14371,MSALIBA@EP2511A
14373,MSXIAMI@EC2602A
14376,GJXIAMI@EP2509B
14377,GJ-SMIC@EP2512A
14379,BICLIFE@EP2511A
14380,BI-AIA @EP2511A
14383,BIXIAMI@EC2606A
14386,BIXIAMI@EC2510C
14387,BIXIAMI@EP2606A
14390,BPMTUAN@EC2509C
14393,BPALIBA@EC2509B
14394,BP-HKEX@EC2605A
14395,HUALIBA@EP2511A
14396,HU-SMIC@EP2601A
14397,HU-SMIC@EC2511A
14399,CTCNOOC@EC2510A
14401,CI-CLIT@EC2607A
14402,CISMORE@EC2512A
14409,UB-HSI @EP2509B
14410,UB-HSI @EP2509C
14413,HS-SMIC@EP2601A
14416,HSHSTEC@EP2509A
14418,SGHSTEC@EP2509A
14420,JP-CMOB@EC2509A
14421,JPPINAN@EP2510B
14423,HSXIAMI@EC2604A
14424,HSHSTEC@EC2509A
14427,UB-HSI @EC2510A
14428,HUGEELY@EC2512A
14429,MBXPENG@EP2511A
14431,BICNOOC@EC2510A
14432,BIGEELY@EC2510B
14433,BI-TRIP@EC2509B
14434,BI-NTES@EC2512A
14435,BILININ@EC2512A
14436,BI-AAC @EC2509A
14438,DSTENCT@EC2609A
14439,HSXIAMI@EC2510B
14447,HS-WUXI@EC2612A
14448,HSCNOOC@EC2510A
14449,UB-CMOB@EC2509A
14451,UBALIBA@EP2511A
14452,UBMTUAN@EC2510A
14453,CTXIAMI@EC2512A
14454,CTXIAMI@EC2605A
14460,BP-AAC @EC2512A
14461,CIXIAMI@EC2509B
14462,CIXIAMI@EC2601A
14465,CIXPENG@EC2601A
14468,SG-HSI @EC2510A
14470,SGXIAMI@EC2512A
14471,SG-CUNI@EC2512A
14473,JPALIBA@EC2601A
14479,GJ-HSI @EC2509B
14481,GJ-HSI @EC2509C
14482,JP-GWMC@EC2511A
14486,MBTENCT@EC2512A
14490,UBTENCT@EC2606A
14509,MB-CGS @EC2512A
14515,BI-GEG @EC2509A
14517,GJTENCT@EP2509A
14519,JPGEELY@EC2509A
14520,JP-HSBC@EC2509B
14522,MSXIAMI@EC2509B
14523,MSXIAMI@EC2509C
14527,MSALIBA@EC2603A
14530,MSALIBA@EC2606B
14531,MSXIAMI@EC2509D
14532,MSXIAMI@EC2509E
14537,HSLIAUT@EC2510A
14539,CIALIHI@EC2509A
14543,CICSHST@EC2509A
14544,CI-HSCI@EC2511A
14545,CIANTAS@EC2512A
14546,CIBYDEI@EC2511B
14547,CT-SGC @EC2509A
14548,CTLIAUT@EC2509B
14549,CT-WXAT@EC2509A
14550,CTHUAHO@EC2509B
14551,CTBYDEI@EC2606A
14552,JPXPENG@EC2510A
14553,JPLIAUT@EC2509B
14559,MB-BOCL@EC2602A
14561,MB-BRIC@EC2603A
14574,CTASMPT@EC2511A
14576,CI-AIA @EP2509A
14577,CILININ@EC2509A
14578,CICCOAL@EC2604A
14579,SGHSTEC@EC2509A
14587,MS-HSI @EP2509B
14600,MSHSTEC@EC2509B
14602,MS-HKEX@EC2509E
14603,MS-HKEX@EC2509F
14607,JPSANDS@EP2510A
14609,JP-CLIT@EC2607A
14611,JPALIBA@EC2606B
14612,JPTENCT@EC2606A
14615,JPXIAMI@EC2603A
14616,BPXIAMI@EC2605A
14618,BPXIAMI@EC2512A
14620,BPALIBA@EC2606A
14621,BPALIBA@EC2601C
14623,CTALIBA@EC2601A
14626,CTXIAMI@EC2509A
14627,GJLENOV@EC2509A
14629,MB-CLP @EC2601A
14631,MBLININ@EC2510A
14633,MB-MRES@EC2509A
14634,MB-CRBH@EC2509A
14635,DS-BYD @EC2611A
14636,DS-SMIC@EC2510A
14637,CIPETCH@EC2509A
14641,CIPETCH@EP2509A
14642,MSXIAMI@EC2509F
14643,MSXIAMI@EC2512A
14644,MSXIAMI@EC2601A
14645,MS-HKEX@EC2512C
14647,MSTENCT@EC2609A
14648,UBXIAMI@EC2603A
14651,SGALIBA@EC2601A
14652,SGTENCT@EC2609A
14654,JPALIHI@EC2512B
14655,JP-WUXI@EC2612A
14659,CICLIFE@EC2509A
14660,CITENCT@EP2612A
14662,CI-CKH @EP2612A
14665,HUMTUAN@EC2509A
14666,MB-ZTE @EC2609A
14667,BIPOMRT@EC2512B
14668,BI-CUNI@EC2512A
14671,GJXIAMI@EC2512A
14673,HS-HSI @EP2509B
14677,HSXIAMI@EC2512A
14683,HSTENCT@EC2609A
14687,MS-WUXI@EC2607A
14688,MSXIAMI@EC2605A
14689,MSALIBA@EC2601A
14690,MSLIAUT@EC2510A
14693,MSHSTEC@EP2509B
14699,BP-GEG @EC2510A
14703,SGXPENG@EC2510A
14706,JPXIAMI@EP2509B
14707,MSTENCT@EP2612A
14712,GJPINAN@EP2510B
14713,JP-HSI @EP2509B
14714,JP-HSI @EP2509C
14716,JP-AIA @EP2509A
14719,DSALIBA@EP2511A
14722,BIALIBA@EC2601A
14724,BIALIBA@EC2606A
14725,DSXIAMI@EP2606A
14728,HUJDCOM@EC2510A
14730,HUPOMRT@EC2510A
14733,HUALIBA@EC2606A
14735,MS-HSI @EC2509B
14736,GJKUASO@EP2509A
14737,GJTENCT@EP2510B
14738,HS-HSI @EP2509C
14739,BPXIAMI@EP2509A
14740,CITENCT@EP2509A
14741,CI-SUNY@EP2511A
14742,CIKINGD@EC2509A
14745,CI-SUNY@EC2509C
14749,CITENCT@EC2509A
14750,CIALIBA@EC2509C
14756,SG-HSI @EP2509B
14757,CT-AAC @EP2609A
14758,CTKUASO@EP2509A
14760,CT-SMIC@EP2512A
14762,UBXIAMI@EP2509C
14763,UB-AIA @EP2509A
14764,MB-CKH @EC2602A
14765,MBCITIC@EC2603A
14767,MBCNOOC@EC2603A
14768,MBCCOAL@EC2603A
14770,MB-LINK@EC2509A
14772,MBBOCHK@EC2603A
14773,MBKSOFT@EC2601A
14774,JPTENCT@EP2603A
14775,JPALIBA@EC2509G
14779,CIKSOFT@EC2602A
14780,HS-HSI @EC2510A
14782,MBANTAS@EP2601A
14783,MBXINYI@EC2604A
14785,MB-SUNY@EC2509A
14788,HUANTAS@EC2511A
14789,HULININ@EC2511A
14790,BPPETCH@EC2510B
14791,BP-CMOB@EC2512A
14792,BPTENCT@EC2609A
14795,BIXIAMI@EP2510B
14796,CI-MNSO@EC2601A
14798,CIXIAMI@EP2606A
14801,GJ-CMOB@EP2509A
14804,CTJDCOM@EC2510A
14805,CTXIAMI@EC2509B
14808,HS-CMOB@EC2512B
14809,HS-CMOB@EP2509A
14811,BI-MTRC@EC2509A
14812,BI-CRCC@EC2509A
14813,BIHUAHO@EC2509A
14816,UBXIAMI@EC2512A
14821,UBALIBA@EC2601A
14823,SGLIAUT@EC2509B
14824,SG-TRIP@EC2512A
14825,JPTENCT@EC2509D
14826,JPTENCT@EC2607A
14827,JPALIBA@EC2511A
14828,JPXIAMI@EC2601A
14830,MB-CGNP@EC2601A
14831,MB-TRIP@EC2510A
14832,UBXIAMI@EC2601A
14833,UBXIAMI@EC2605A
14836,BI-LINK@EC2509A
14839,SGXIAMI@EC2509B
14841,SGKUASO@EP2509A
14842,SGCNOOC@EC2510A
14844,SGGEELY@EC2509A
14846,HSALIBA@EC2601A
14847,CI-CCB @EC2509A
14851,JPPOMRT@EC2511A
14854,JPXIAMI@EC2509B
14856,CTCMOLY@EP2605A
14858,GJ-HSI @EP2509A
14862,BITENCT@EC2609A
14864,BITENCT@EC2604A
14865,MBSMORE@EC2512A
14866,BI-HSI @EP2509B
14870,BI-HSI @EC2509B
14871,HSXIAMI@EC2509A
14873,HSXIAMI@EC2605A
14875,GJALIBA@EC2509C
14878,DS-HSBC@EC2602A
14883,SG-CKH @EC2602A
14884,BPALIBA@EC2603B
14889,JPGFSEC@EC2509A
14890,JPPETCH@EP2509A
14892,JPBYDEI@EC2606A
14894,CIMIDEA@EC2511A
14895,CINFSPR@EC2509A
14898,CIPOMRT@EC2512A
14905,CIFEIHE@EC2512A
14906,CIZIJIN@EC2601A
14907,MS-AIA @EP2509A
14914,MSALIBA@EC2511A
14920,MSTENCT@EC2607A
14921,GJTENCT@EC2509C
14922,GJGEELY@EP2510A
14924,DSXIAMI@EC2605A
14925,DS-SUNY@EC2509B
14926,HUXPENG@EC2512A
14927,HUXIAMI@EP2509A
14928,UBPETCH@EP2509A
14933,UBALIBA@EC2511A
14935,UBTENCT@EC2509D
14936,MB-FGG @EC2509A
14937,MB-NIO @EP2606A
14943,CTALIBA@EC2511A
14945,CT-AIA @EP2509A
14950,CTTENCT@EC2509B
14953,HSXPENG@EC2511A
14954,HSANTAS@EC2511A
14956,HSZIJIN@EC2509A
14957,SGALIBA@EC2511A
14958,SGTENCT@EC2607A
14959,BPTENCT@EC2509F
14961,BPXIAMI@EC2509B
14963,BPALIBA@EC2511B
14964,CI-LINK@EC2510A
14965,JP-J&T @EC2509A
14966,JPMIDEA@EC2511A
14967,JP-TTI @EC2610A
14971,JPLININ@EC2510A
14972,JP-CKH @EC2602A
14973,JPKUASO@EC2512A
14977,JPXIAMI@EC2509C
14978,HSTENCT@EC2509E
14980,MBFTA50@EC2607A
14981,HSALIBA@EC2511A
14983,MSMTUAN@EC2509F
14984,MSXIAMI@EP2509C
14985,BPLENOV@EC2510A
14987,BP-SMIC@EC2510C
14991,UBXIAMI@EC2509B
14993,UBLININ@EC2510A
14994,UB-SUNY@EC2509C
14999,UBJDCOM@EC2509B
15000,UB-CKH @EC2602A
15002,UBTENCT@EC2607A
15003,JP-MTRC@EC2602A
15005,CTTENCT@EC2607A
15007,CTMTUAN@EC2511A
15008,CICP&CC@EC2509A
15011,CI-SMIC@EC2510B
15012,CIKUASO@EC2512A
15013,CICPAIR@EC2611A
15014,CI-CTWR@EC2602A
15015,DS-CTWR@EC2512A
15016,DSTRAHK@EP2509B
15018,BIMIDEA@EC2512A
15020,BINFSPR@EC2509A
15022,BI-SMIC@EC2512A
15023,MB-AIA @EC2510A
15024,MSANTAS@EC2510A
15025,MSLININ@EC2510A
15028,UB-SMIC@EC2510B
15029,UBLENOV@EC2510A
15031,CICLIFE@EP2512A
15032,CIPINAN@EP2510A
15033,CTSPDRG@EP2509A
15035,CT-NIO @EC2510A
15038,BPXIAMI@EC2601B
15039,HSMIDEA@EC2511A
15042,HSLENOV@EC2510A
15044,SGXIAMI@EC2606A
15045,JPCP&CC@EC2509A
15046,HSAMCS3@EC2509B
15047,HSCLIFE@EP2511A
15048,HSCLIFE@EC2509A
15049,HUPOMRT@EC2511A
15051,BPANTAS@EC2510A
15052,UBANTAS@EC2510A
15053,CI-ACMT@EC2512A
15055,CI-HKEX@EC2605A
15056,CILIAUT@EC2510A
15057,CI-CMOB@EP2509A
15058,JP-BYD @EP2509B
15061,MSTENCT@EP2603A
15066,GJ-AIA @EP2509A
15069,GJCLIFE@EP2512A
15073,DSXIAMI@EP2509A
15074,DS-TRIP@EC2512A
15077,MSTENCT@EP2509B
15078,HUKUASO@EC2512A
15082,UB-CMOB@EP2509A
15084,UBLIAUT@EC2510A
15085,HS-COVS@EC2510A
15088,CIBAIDU@EP2510A
15092,CI-LEAP@EC2612A
15093,CIXIAMI@EP2510A
15094,CICLIFE@EC2510A
15096,CITENCT@EC2509B
15097,CIXIAMI@EC2604A
15107,CTXIAMI@EP2509B
15108,CTZIJIN@EP2603A
15110,CTBAIDU@EP2609A
15112,BPKUASO@EC2512A
15113,BPMTUAN@EC2511A
15117,SGBAIDU@EP2512A
15118,SGXIAMI@EC2509C
15119,BIXIAMI@EC2509E
15120,BISDGLD@EC2511A
15121,BIBAIDU@EC2512B
15122,BIKUASO@EC2512A
15123,BI-TTI @EC2610A
15124,BI-XYS @EC2509A
15127,BICPAIR@EC2601A
15132,HSTENCT@EP2509B
15133,HSKUASO@EC2512A
15135,HSXIAMI@EC2510C
15137,JPTENCT@EP2509B
15139,JP-BOCL@EC2509A
15140,JP-CCB @EC2509A
15141,JPCSOFT@EC2510A
15142,JP-CTWR@EC2602A
15144,DS-CMOB@EC2512B
15148,DS-CMOB@EP2509A
15150,MS-GEG @EC2510A
15152,UBTENCT@EP2603A
15153,UB-CTWR@EC2602A
15154,UBKUASO@EC2512A
15156,BP-CTWR@EC2602A
15157,HS-TRIP@EC2512A
15159,MBPOMRT@EC2510C
15160,MB-MNIU@EC2512A
15162,MB-ACMT@EC2512A
15163,MB-LEAP@EC2609A
15164,MBSDGLD@EC2511A
15165,JP-CRBH@EC2509A
15166,BIXIAMI@EC2602A
15167,BIXIAMI@EC2512A
15169,BIBUDWS@EC2604A
15170,BI-CRBH@EC2509A
15171,BI-CNBM@EC2509A
15172,BI-BYD @EP2510D
15173,BI-MNIU@EC2510A
15174,BI-CLIT@EC2607A
15175,BIALUCO@EC2603A
15176,SGANTAS@EC2606A
15177,SG-BYD @EC2509A
15178,CI-BEKE@EC2512A
15179,CIXPENG@EC2509A
15181,CIAMCS3@EC2510A
15182,CI-CGNP@EC2602A
15183,CITENCT@EP2603A
15187,CI-BYD @EC2509B
15191,JPANTAS@EC2510A
15192,HS-CTWR@EC2602A
15194,HS-BYD @EC2510B
15196,CTSMORE@EC2509A
15197,DSPINAN@EC2510A
15198,DSTENCT@EC2607A
15200,HU-BYD @EP2509B
15201,BP-AIA @EC2509A
15206,BIMTUAN@EC2510B
15208,BI-BYD @EC2510A
15209,BI-BYD @EC2512A
15210,CI-ZAOL@EC2509A
15213,CITENCT@EC2607A
15215,MSTENCT@EC2509G
15216,UB-GEG @EC2510A
15217,UB-CMOB@EC2512B
15218,UBCP&CC@EC2509A
15219,UBPINAN@EC2509A
15222,UB-BYD @EP2509C
15223,SG-CTEL@EC2609B
15224,SGLININ@EC2510A
15225,SGTENCT@EC2509B
15226,SGPINAN@EC2509B
15227,GJLIAUT@EC2510A
15228,CTLININ@EC2510A
15230,CT-CMOB@EP2509A
15231,CTISIND@EC2512A
15232,CTISIND@EP2512A
15236,CTMIDEA@EC2509A
15237,SGXIAMI@EC2509D
15238,JPPOMRT@EP2511A
15239,JP-HSBC@EP2606A
15240,JP-BYD @EC2509A
15241,JP-SUNY@EC2509E
15242,UBCLIFE@EC2509B
15243,BP-BYD @EC2510B
15244,BI-CKH @EC2602A
15245,BIPINAN@EC2509A
15246,MBCSA50@EC2603A
15247,MBMIDEA@EC2510A
15248,DS-BOCL@EC2509A
15251,DS-CCB @EC2509A
15252,MSKUASO@EC2512A
15253,MSCLIFE@EC2510A
15254,MS-CCB @EC2509A
15256,MS-BOCL@EC2509A
15258,MS-CTWR@EC2602A
15259,MSMTUAN@EC2511A
15262,CI-HKEX@EP2509A
15263,CI-HSBC@EP2609A
15265,CI-SMIC@EC2509A
15266,CI-BYD @EC2602A
15269,CI-TRIP@EC2512A
15270,HSPINAN@EC2509A
15272,HSPOMRT@EC2512A
15275,HSTENCT@EC2607B
15278,JP-COSL@EC2512A
15284,JPXIAMI@EC2604A
15286,SGALIBA@EC2606B
15287,SGALIBA@EC2603A
15288,SGXIAMI@EC2604A
15289,SGKUASO@EC2512A
15290,CT-CCB @EC2509A
15291,CTKUASO@EC2512A
15292,CTXIAMI@EC2604A
15293,CT-CMOB@EC2512B
15294,CT-SUNY@EC2512A
15296,CT-HSI @EC2509B
15297,SGCP&CC@EC2509A
15298,MBEBENV@EC2601A
15299,SGMTUAN@EC2511A
15301,DS-MNSO@EC2601A
15302,DSMTUAN@EC2509B
15303,DS-HKEX@EC2509A
15308,MS-AIA @EC2509C
15310,MSANTAS@EC2606A
15311,MS-BYD @EC2509A
15313,UBMTUAN@EC2511A
15315,UB-CCB @EC2509A
15316,UB-BOCL@EC2509A
15318,UBXIAMI@EC2604B
15320,UB-SUNY@EC2512A
15321,UB-SMIC@EC2509A
15322,HUPINAN@EP2509A
15323,CTSPDRG@EP2601A
15324,CT-SUNY@EP2512A
15325,CT-BOCL@EC2509A
15326,CTALIBA@EC2606B
15327,CI-MNSO@EC2511A
15328,SGXIAMI@EC2509E
15330,HS-CCB @EC2509A
15331,HSXIAMI@EC2604B
15332,HS-BOCL@EC2509A
15334,HUPOMRT@EP2511A
15335,HU-CKH @EC2602A
15336,JP-CKA @EC2512B
15337,JPXIAMI@EC2509D
15338,JPANTAS@EC2606A
15339,JP-MNSO@EC2601A
15340,JPCLIFE@EC2510A
15341,JPLENOV@EC2510A
15342,JPSMORE@EC2509A
15343,JPBAIDU@EP2608A
15344,JPMTUAN@EC2510B
15345,HU-CKH @EP2512A
15346,MSPINAN@EC2509B
15347,MS-BYD @EC2509B
15348,HSMTUAN@EC2511A
15349,CT-SUNY@EC2510B
15352,JPMTUAN@EC2511A
15354,JPXIAMI@EC2509E
15356,SGXIAMI@EC2604B
15358,SGXIAMI@EC2602A
15359,SGXIAMI@EC2601A
15361,SG-SUNY@EC2512B
15362,MBALIBA@EC2510B
15363,HUSMORE@EC2511A
15364,HU-HKEX@EP2512A
15365,DSXIAMI@EC2604A
15368,DS-SUNY@EC2512A
15370,UB-BYD @EC2509B
15372,UBXIAMI@EC2509C
15373,UBANTAS@EC2606A
15374,UBALIBA@EC2606B
15375,CI-AAC @EC2512A
15383,BP-CCB @EC2509A
15384,BPXIAMI@EC2509C
15386,CTXIAMI@EC2602A
15387,CTALIBA@EC2603A
15388,CTCLIFE@EC2510A
15389,HSCLIFE@EC2510A
15390,HSPINAN@EC2509B
15392,HSXIAMI@EC2509C
15393,CTCSSAU@EP2509A
15394,CTCSSAU@EC2509A
15395,JP-HSI @EP2509D
15396,JP-HSI @EP2509E
15397,JP-COVS@EC2509A
15398,JPTENCT@EC2509F
15402,JP-ZAOL@EC2509A
15403,JPXIAMI@EC2605A
15404,JP-HSI @EC2509D
15405,JP-HSI @EC2509E
15406,SGTENCT@EC2509D
15408,JPNFSPR@EC2509A
15410,BP-SUNY@EC2512A
15412,HUSPDRG@EC2601A
15414,HUXIAMI@EC2602A
15415,HUSPDRG@EP2601A
15416,MS-BYD @EC2602A
15417,MS-HSBC@EP2609A
15421,UB-BYD @EC2509C
15422,UB-COVS@EC2509A
15423,UBTENCT@EC2509E
15426,CT-COVS@EC2509A
15427,GJ-AAC @EC2512A
15428,GJ-SMIC@EC2510B
15429,BIXIAMI@EC2509F
15430,BIXIAMI@EC2509G
15431,BIXIAMI@EC2512B
15432,BIALIBA@EC2603C
15434,CI-AIA @EC2509A
15435,JPXIAMI@EC2509F
15436,MB-XYS @EC2609A
15437,MB-CLIT@EC2509A
15438,MB-MIXC@EC2609A
15441,MBCCCCL@EC2609A
15442,MBESBUY@EC2512A
15443,MB-TTI @EC2603A
15444,MBHAESH@EC2509A
15445,HU-GCL @EC2511A
15447,HU-CTWR@EC2512A
15448,HUALUCO@EC2603A
15449,GJXIAMI@EC2509C
15451,SG-BOCL@EC2509A
15452,BIXIAMI@EC2512C
15453,BI-SMIC@EP2510A
15454,BI-SMIC@EP2512A
15455,HSKUASO@EC2509D
15458,MSTENCT@EC2608A
15460,MSMTUAN@EC2510A
15461,CTXIAMI@EC2509C
15462,CTNFSPR@EC2509A
15463,CT-HSBC@EP2609A
15464,CT-CTWR@EC2512A
15466,CTJIANC@EC2603A
15467,UBNFSPR@EC2509A
15468,UB-HSBC@EP2609A
15469,JP-NCI @EC2510A
15470,JPPOMRT@EC2510B
15472,JP-BEKE@EC2512A
15474,CI-ICBC@EC2511A
15475,CI-HSBC@EC2511A
15476,CICSHEN@EC2601A
15478,MB-CRCC@EC2609A
15480,MB-SDWG@EC2608A
15481,MBZCRRC@EC2510A
15482,HU-CGS @EC2512A
15483,HUPOMRT@EC2510B
15487,HU-WXAT@EC2509A
15488,HUCSHST@EC2510A
15489,SG-HSI @EP2509C
15491,DSXIAMI@EC2512A
15492,MB-CRL @EC2601A
15493,MB-CNBM@EC2609A
15494,MB-SBPH@EC2602A
15495,BIALIBA@EC2510C
15498,BIPOMRT@EC2512C
15499,BI-AAC @EC2512B
15500,CIPOMRT@EC2510A
15501,UB-HSI @EC2509C
15502,UB-HSI @EC2509D
15503,UB-HSI @EP2509D
15504,UBMTUAN@EC2510B
15505,UBTENCT@EC2608A
15506,UB-HSI @EP2509E
15509,SGXIAMI@EC2605A
15510,HS-HSI @EP2509D
15511,HS-HSI @EC2509C
15512,HS-HSI @EC2509D
15514,CTKUASO@EC2509B
15515,CTMTUAN@EC2510A
15516,HU-NIO @EP2607A
15517,HUHDLIH@EC2512A
15518,HU-NWD @EC2603A
15519,HUTRSKY@EC2605A
15520,HUNFSPR@EC2509A
15521,HU-CSC @EC2512A
15524,HSSPDRG@EP2601A
15525,MBCRAIL@EC2512A
15526,HU-WUXI@EP2511A
15527,HU-CCB @EC2509A
15529,BISANDS@EC2510A
15530,BIPOMRT@EP2510A
15531,BITENCT@EC2509F
15532,BITENCT@EC2608A
15533,BICCCCL@EC2609A
15534,BIXIAMI@EC2609A
15536,BI-BYD @EC2509B
15538,GJMTUAN@EC2510A
15541,DSSPDRG@EP2510A
15543,MS-HSI @EC2509C
15544,MS-HSI @EC2509D
15545,MSSPDRG@EC2601A
15547,MS-MTRC@EC2602A
15550,BPMTUAN@EC2510C
15551,CTALIBA@EC2510A
15552,CTALIBA@EC2510B
15553,CT-WUXI@EC2612A
15554,CTSANDS@EC2509B
15556,CT-HSI @EP2509B
15557,CT-HSI @EP2509C
15558,CIFEIHE@EC2602A
15559,CIPINAN@EP2510B
15560,CIHUAHO@EC2604A
15561,CI-SUNY@EP2512A
15562,UB-HKEX@EC2512B
15565,UBXIAMI@EC2509D
15566,UBALIBA@EC2603A
15567,UBCNOOC@EP2512A
15568,UB-GEG @EC2510B
15569,JPSANDS@EC2509A
15570,JPALIBA@EC2603A
15571,JP-BYD @EC2602A
15572,SGLININ@EC2510B
15574,SGHAESH@EC2509A
15577,HSMTUAN@EC2510A
15578,MS-HSI @EP2509C
15579,MS-HSI @EP2509D
15580,HSXIAMI@EC2509D
15581,HSCNOOC@EP2512A
15582,UB-MTRC@EC2602A
15583,UB-ICBC@EC2511A
15584,UBLININ@EC2510B
15585,UB-BYD @EC2602A
15586,UB-WUXI@EC2612A
15588,MB-WUXI@EC2511A
15589,MBINBIO@EC2606A
15591,BI-CCB @EC2510A
15592,CI-CTFJ@EC2511A
15594,HU-COVS@EC2512A
15595,HUCLIFE@EP2603A
15597,HSPETCH@EC2510A
15598,DSSPDRG@EC2512A
15601,MSXIAMI@EC2509G
15604,CTHSTEC@EC2509A
15605,CTHSTEC@EP2509A
15606,CTTENCT@EC2606A
15608,CT-HSBK@EC2512A
15609,CT-SMIC@EC2512A
15611,CTCP&CC@EC2512A
15613,CT-WUXI@EP2510A
